Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
24,Female,Highschool,Receptionist,0,25000,USA,Hispanic,0
34,Male,Master's Degree,Software Engineer,9,125000,USA,African American,0
30,Female,Bachelor's Degree,Product Manager,5,85000,USA,White,0
29,Male,Master's Degree,Financial Analyst,5,95000,USA,African American,0
32,Female,PhD,Data Scientist,9,145000,USA,Hispanic,0
38,Male,Master's Degree,Marketing Director,14,195000,USA,White,0
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,African American,0
33,Female,Master's Degree,Marketing Manager,9,135000,USA,Asian,0
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Asian,0
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,Asian,0
32,Female,PhD,Data Scientist,9,145000,USA,Asian,0
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,Hispanic,0
36,Female,PhD,Research Scientist,13,185000,USA,African American,0
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic,0
24,Female,Highschool,Receptionist,0,25000,USA,Hispanic,0
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,African American,0
27,Male,Bachelor's Degree,Product Designer,2,55000,USA,African American,0
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Asian,0
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,African American,0
38,Male,Master's Degree,Marketing Director,14,195000,USA,Asian,0
27,Male,Bachelor's Degree,Product Designer,2,55000,USA,African American,0
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,Hispanic,0
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,White,0
34,Male,PhD,Research Director,12,170000,USA,Asian,0
24,Female,Highschool,Receptionist,0,25000,USA,Asian,0
38,Male,Master's Degree,Marketing Director,14,195000,USA,White,0
27,Male,Bachelor's Degree,Product Designer,2,55000,USA,Hispanic,0
33,Female,Master's Degree,Product Manager,8,135000,USA,Hispanic,0
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,White,0
24,Female,Highschool,Receptionist,0,25000,USA,White,0
40,Female,Bachelor's Degree,Financial Manager,16,215000,USA,Hispanic,0
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,African American,0
32,Female,PhD,Data Scientist,9,145000,USA,White,0
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic,0
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian,0
36,Female,PhD,Research Scientist,13,185000,USA,Asian,0
25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,0
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Asian,0
38,Male,Master's Degree,Marketing Director,14,195000,USA,African American,0
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Hispanic,0
38,Male,Master's Degree,Marketing Director,14,195000,USA,Asian,0
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,White,0
36,Female,PhD,Research Scientist,13,185000,USA,Asian,0
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,Hispanic,0
32,Female,PhD,Data Scientist,9,145000,USA,Asian,0
38,Male,Master's Degree,Marketing Director,14,195000,USA,Asian,0
29,Male,Bachelor's Degree,Sales Associate,2,45000,USA,Hispanic,0
35,Female,Bachelor's Degree,Sales Representative,2,35000,USA,Asian,0
48,Male,PhD,Sales Director,18,180000,USA,Asian,0
44,Male,Bachelor's Degree,Content Marketing Manager,11,110000,USA,White,0
28,Male,Master's Degree,Sales Representative,2,40000,USA,Asian,0
46,Female,PhD,Product Marketing Manager,16,160000,USA,Hispanic,1
33,Male,Bachelor's Degree,Sales Representative,4,55000,USA,White,0
36,Female,Bachelor's Degree,Sales Representative,2,35000,USA,Hispanic,0
28,Male,Bachelor's Degree,Sales Representative,1,30000,USA,African American,0
46,Male,Master's Degree,Content Marketing Manager,16,160000,USA,White,0
31,Female,Bachelor's Degree,Sales Representative,3,40000,USA,Hispanic,0
33,Female,Master's Degree,Content Marketing Manager,6,75000,USA,Hispanic,0
26,Female,Highschool,Financial Manager,3,45000,USA,African American,0
28,Female,Bachelor's Degree,Sales Representative,2,40000,USA,African American,0
41,Male,Bachelor's Degree,Financial Manager,12,120000,USA,White,0
27,Male,PhD,Sales Representative,4,55000,USA,Hispanic,0
25,Female,Highschool,Sales Executive,1,35000,USA,African American,0
35,Female,PhD,Product Marketing Manager,9,95000,USA,White,1
29,Female,Bachelor's Degree,Financial Manager,4,55000,USA,Hispanic,0
45,Male,Master's Degree,Marketing Manager,13,130000,USA,Hispanic,0
23,Male,Bachelor's Degree,Sales Representative,1,35000,USA,White,0
42,Female,Master's Degree,Digital Marketing Manager,14,140000,USA,Hispanic,0
27,Male,PhD,Marketing Manager,4,55000,USA,African American,0
36,Male,Bachelor's Degree,Sales Director,6,75000,USA,White,0
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,USA,African American,0
23,Male,Bachelor's Degree,Sales Representative,1,35000,USA,White,0
32,Female,Bachelor's Degree,Director of Marketing,8,80000,USA,Hispanic,0
36,Male,Bachelor's Degree,Sales Director,6,75000,USA,Hispanic,0
42,Female,Master's Degree,Digital Marketing Manager,14,140000,USA,Asian,0
26,Male,Highschool,Sales Manager,2,40000,USA,White,0
32,Female,Bachelor's Degree,Director of Marketing,8,80000,USA,Hispanic,0
26,Female,Bachelor's Degree,Sales Representative,2,40000,USA,African American,0
45,Female,Master's Degree,Director of Marketing,16,160000,USA,African American,0
35,Female,Bachelor's Degree,Sales Executive,7,90000,USA,African American,0
45,Male,Master's Degree,Director of Marketing,15,150000,USA,Hispanic,0
29,Female,Bachelor's Degree,Financial Manager,4,55000,USA,White,0
45,Male,Master's Degree,Marketing Manager,13,130000,USA,African American,0
25,Female,Highschool,Sales Executive,1,35000,USA,Hispanic,0
42,Female,Master's Degree,Digital Marketing Manager,14,140000,USA,African American,0
29,Female,Bachelor's Degree,Financial Manager,4,55000,USA,African American,0
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,USA,African American,0
35,Female,PhD,Product Marketing Manager,9,95000,USA,Hispanic,1
23,Male,Bachelor's Degree,Sales Representative,1,35000,USA,Hispanic,0
42,Female,Master's Degree,Digital Marketing Manager,14,140000,USA,African American,0
50,Female,Master's Degree,Content Marketing Manager,19,190000,USA,White,0
23,Male,Bachelor's Degree,Sales Representative,1,35000,USA,African American,0
45,Male,Master's Degree,Marketing Manager,13,130000,USA,White,0
48,Female,PhD,Product Marketing Manager,17,170000,USA,African American,1
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,USA,White,0
35,Female,PhD,Product Marketing Manager,9,95000,USA,White,1
27,Male,PhD,Marketing Manager,4,55000,USA,Hispanic,0
36,Male,Bachelor's Degree,Sales Director,6,75000,USA,Asian,0
31,Male,Highschool,Sales Associate,3,50000,USA,White,0
26,Male,Highschool,Sales Manager,2,40000,USA,African American,0
46,Female,Master's Degree,Director of Marketing,17,170000,USA,Hispanic,0
40,Female,Bachelor's Degree,Financial Manager,11,110000,USA,African American,0
36,Female,Bachelor's Degree,Sales Executive,8,80000,USA,African American,0
33,Female,Bachelor's Degree,Sales Director,7,90000,USA,Asian,0
26,Female,Highschool,Sales Associate,1,35000,USA,White,0
27,Male,Highschool,Digital Marketing Manager,2,40000,USA,White,0
33,Female,Bachelor's Degree,Content Marketing Manager,7,90000,USA,Hispanic,0
37,Male,Bachelor's Degree,Sales Representative,6,75000,USA,White,0
32,Male,Highschool,Sales Associate,3,50000,USA,Asian,0
46,Male,Master's Degree,Marketing Manager,14,140000,USA,Asian,0
36,Female,PhD,Product Marketing Manager,10,100000,USA,Asian,1
27,Male,Highschool,Sales Manager,2,40000,USA,Asian,0
42,Male,Bachelor's Degree,Financial Manager,13,130000,USA,Asian,0
36,Female,PhD,Marketing Manager,9,95000,USA,African American,0
27,Male,Highschool,Digital Marketing Manager,2,40000,USA,African American,0
28,Male,PhD,Marketing Manager,4,55000,USA,Hispanic,0
32,Male,Highschool,Sales Representative,3,40000,USA,White,0
26,Female,Highschool,Sales Associate,1,35000,USA,African American,0
42,Male,Bachelor's Degree,Financial Manager,13,130000,USA,African American,0
36,Female,PhD,Marketing Manager,9,95000,USA,White,0
33,Female,Bachelor's Degree,Director of Marketing,8,80000,USA,African American,0
26,Female,Highschool,Sales Associate,1,35000,USA,Hispanic,0
